feature_name,feature_class,prim_lat_dec,prim_long_dec
McKay Spring,Spring,39.3477155,-120.0909345
McKee Hill,Summit,38.2734883,-120.1171416
McKinney Creek,Stream,39.0732406,-120.140189
McKinney Creek,Stream,38.2229733,-120.5010361
McKinney Lake,Lake,39.0406978,-120.1772553
McLaughlin Creek,Stream,37.7552096,-118.8481912
McLaughlin Springs,Spring,37.792931,-118.836837
Meadow Brook,Stream,37.0804969,-118.8534433
Meadow Brook,Stream,37.7152048,-119.6657231
Meadow Creek,Stream,38.5787983,-120.0004621
Meadow Lake,Reservoir,38.6008667,-119.9687779
Meadow Spring,Spring,39.2733471,-120.5854837
Medley Lake,Lake,37.3015876,-118.8536753
Meeks Creek,Stream,39.036852,-120.1226873
Meentzen Gulch,Valley,38.0160852,-120.3722435
Mehrten Creek,Stream,36.5379988,-118.6920409
Mount Mendel,Summit,37.1748412,-118.6822359
Merriam Lake,Lake,37.2948495,-118.7919203
Merriam Peak,Summit,37.3091265,-118.7652123
Merrill Creek,Stream,39.5040746,-120.097424
Merrill Spring,Spring,38.0955684,-120.1156842
Merrill Valley,Basin,39.5310187,-120.0990908
Mesa Lake,Lake,37.2676742,-118.7204497
Meysan Lake,Lake,36.5556208,-118.2507803
Miami Creek,Stream,37.3427212,-119.7282104
Miami Mountain,Summit,37.4192826,-119.7454025
Middle Creek,Stream,38.621297,-119.9321263
Middle Creek,Stream,38.7512972,-120.2646361
Middle Dry Creek,Stream,38.5926848,-120.4874239
Middle Fork Blackwood Creek,Stream,39.0865737,-120.213803
Middle Fork Chowchilla River,Stream,37.3443873,-119.8376612
Middle Fork Dougherty Creek,Stream,36.9246607,-118.6248238
Middle Fork Kaweah River,Stream,36.5138344,-118.8023207
Middle Fork San Joaquin River,Stream,37.5321627,-119.1829049
Middle Fork Shannon Canyon,Valley,37.2095559,-118.3903476
Middle Gulch,Valley,38.4311632,-120.1573457
Middle Martis Creek,Stream,39.3018512,-120.1210289
Middle Sister,Summit,38.5078638,-119.2955311
Middle Turret Lakes,Lake,37.2681225,-118.8329237
Midge Creek,Stream,37.2574446,-119.1415086
Midnight Lake,Lake,37.1660777,-118.6472979
Midway Lake,Lake,37.0417377,-118.7508598
Miguel Creek,Stream,37.9538106,-119.8812907
Mildred Lake,Lake,37.5465069,-118.8744143
Mildred Lakes,Lake,39.1613712,-120.3289975
Mount Mildred,Summit,39.145812,-120.3302068
Milk Ranch Canyon,Valley,36.7188722,-119.0948365
Milk Ranch Spring,Spring,38.044458,-120.073164
Mill City (historical),Populated Place,37.6227138,-118.9923553
Mill Creek,Stream,38.3065831,-120.2335263
Mill Creek,Stream,37.1393918,-119.3781844
Mill Creek,Stream,37.3621659,-119.2917931
Mill Creek,Stream,38.0160348,-119.1282054
Mill Creek,Stream,38.288248,-120.0096292
Mill Creek,Stream,38.4487991,-120.5007582
Mill Creek,Stream,38.5168556,-119.4734994
Mill Creek,Stream,38.7735169,-120.3949193
Millberry Canyon,Valley,38.7230096,-119.8286584
Millberry Creek,Stream,38.6946279,-119.7779545
Miller Creek,Stream,37.4929981,-119.2467915
Miller Gulch,Valley,37.6683697,-119.9214959
Miller Lake,Lake,39.0352559,-120.2000654
Millerton Lake,Reservoir,37.0115179,-119.672395
Millie Lake,Lake,38.3373012,-119.5401589
Mills Creek,Stream,37.4227148,-118.8581774
Mills Lake,Lake,37.4029275,-118.776136
Mount Mills,Summit,37.393853,-118.7899979
Millwood (historical),Populated Place,36.7446692,-119.0045538
Milton Creek,Stream,39.5649004,-120.5846588
Milton Reservoir,Reservoir,39.5213686,-120.576902
Minaret Creek,Stream,37.6385468,-119.0881909
Minaret Falls,Falls,37.640769,-119.0948579
Minaret Lake,Lake,37.6599187,-119.1584296
Minaret Summit,Summit,37.6563018,-119.0607235
Mineral Mountain,Summit,38.5265358,-119.6251187
Minnie Lake,Lake,37.4660132,-118.9893599
Minnow Creek,Stream,37.5116057,-118.972902
Minnow Lake,Lake,37.5788811,-119.5151632
Miramonte,Populated Place,36.6924476,-119.0523321
Mirror Lake,Lake,36.5707599,-118.2630459
Mirror Lake,Lake,37.2144687,-119.1249048
Mist Lake,Lake,37.3812518,-118.836956
Mitchell Canyon,Valley,39.5688309,-120.0326972
Mitchell Canyon,Valley,36.5222304,-119.0115595
Mitchell Peak,Summit,36.7322781,-118.7149607
Moat Lake,Lake,38.0564056,-119.2790298
Mogul Canyon,Valley,38.6762281,-119.7376729
Mogul Peak,Summit,38.6888733,-119.717768
Lake Moic,Lake,37.2671857,-119.5722167
Mokelumne Peak,Summit,38.5380449,-120.0943408
Monitor Creek,Stream,38.6604619,-119.7279531
Mono Basin,Basin,37.9540934,-118.9426418
Mono Dome,Summit,37.9594391,-119.1717188
Mono Lake,Lake,38.0075145,-119.0154315
Mono Mills,Populated Place,37.8874283,-118.9593089
Mono Pass,Gap,37.4249342,-118.7726228
Mono Pass,Gap,37.8552057,-119.2134826
Mono Rock,Summit,37.4381029,-118.7948566
Mono Vista Spring,Spring,38.0180179,-119.1395844
Monte Carlo Creek,Stream,39.3051848,-120.0732501
Montgomery City,Populated Place,37.8285428,-118.430953
Montgomery Gulch,Valley,37.7041816,-119.9537271
Montgomery Peak,Summit,37.838259,-118.3567721
Moon Lake,Lake,37.2923564,-118.729612
Lake of the Fallen Moon,Lake,36.9140509,-118.614499
Moonlight Lake,Lake,37.1623635,-118.6351757
Moore Creek,Stream,37.751039,-120.0357402
Moore Creek,Stream,38.4813013,-120.2660282
Moose Lake,Lake,36.6006847,-118.6382873
Lake Moran,Lake,38.3829432,-120.1303605
Morgan Creek,Stream,37.3610446,-118.699008
Morgan Pass,Gap,37.3913229,-118.7512326
Mount Morgan,Summit,37.4051772,-118.7329467
Mount Morgan,Summit,37.5113171,-118.779836
Moro Rock,Summit,36.5442315,-118.7648763
Mount Morrison,Summit,37.5613867,-118.8582768
Mosquito Lake,Lake,38.2025197,-119.673158
Mosquito Lake,Lake,38.5157433,-119.9121099
Mosquito Lake,Lake,38.576167,-120.1171854
Mosquito Pass,Gap,37.1857733,-118.8528907
Moss Spring,Spring,37.7149452,-119.6593204
Mott Lake,Lake,37.4542326,-118.882838
Mountain Meadow Lake,Lake,39.21691,-120.274243
Mountaineer Creek,Stream,38.7357392,-119.6454497
Mud Lake,Lake,38.3375271,-119.5229699
Mud Spring,Spring,38.3818587,-120.188525
Muir Pass,Gap,37.1116032,-118.6706636
Mule Creek,Stream,36.9302239,-119.0065005
Mule Lake,Reservoir,36.8898557,-118.3434705
Murderers Gulch,Valley,38.0700978,-120.4729358
Muriel Lake,Lake,37.2332535,-118.6966765
Muriel Peak,Summit,37.2172059,-118.6930998
Murphy Creek,Stream,38.3710284,-119.1954305
Murry Creek,Stream,36.6130039,-119.0909428
Musick Creek,Stream,37.0913369,-119.382351
Musick Mountain,Summit,37.1699072,-119.3088064
Musser and Jarvis Creek,Stream,38.6901838,-119.8090666
Myers Fire Tank,Reservoir,38.5907411,-120.4376999
Mystery Lake,Lake,37.1587821,-119.088614
Napoleon Canyon,Valley,38.5739035,-119.5613661
Ned Gulch,Valley,37.6697309,-119.901464
Neds Gulch,Valley,38.2135049,-120.4323242
Needle Lake,Lake,39.200833,-120.29731
Needle Peak,Summit,39.2005178,-120.3009976
Neelle Lake,Lake,37.4359604,-118.7749803
Neffs Camp,Populated Place,36.7038361,-119.0039972
Negit Lake,Lake,37.2816493,-118.8037227
Johnson Canyon,Valley,39.3243904,-120.2853041
Nehouse Creek,Stream,37.3904988,-119.322351
Neil Lake,Lake,37.2981031,-118.9072056
Nelder Creek,Stream,37.3618873,-119.6326488
Nellie Lake,Lake,37.2809869,-119.2464367
New York Canyon,Valley,39.2189376,-120.5088636
Mount Newcomb,Summit,36.5400684,-118.2934108
Niagara Creek,Stream,37.9943663,-120.0212946
Niagara Creek,Stream,38.33158,-119.9404603
Nichols Canyon,Valley,37.0799153,-118.8614456
Noble Canyon,Valley,38.5970034,-119.7790802
Noble Lake,Lake,38.5280687,-119.7773264
Noname Lake,Lake,37.6272903,-119.1479762
North Canyon,Valley,37.8993986,-118.7153333
North Crane Creek,Stream,37.8018695,-119.8476781
North Fork,Stream,38.2576941,-120.1151885
North Fork Bairs Creek,Stream,36.7068771,-118.20176
North Fork Blackwood Creek,Stream,39.0929625,-120.2132475
North Fork Buckeye Creek,Stream,38.1724182,-119.470999
North Fork Camp Creek,Stream,38.6551874,-120.2699153
North Fork Cherry Creek,Stream,38.0982507,-119.7901771
North Fork Cottonwood Creek,Stream,38.4215807,-119.4179411
North Fork Crooked Creek,Stream,37.4927079,-118.1301008
North Fork Griswold Creek,Stream,38.2696388,-120.1665793
North Fork Halls Gulch,Valley,37.659476,-119.9916751
North Fork Kid Creek,Stream,36.8929926,-118.5395444
North Fork Kings River,Stream,36.8693917,-119.1351159
North Fork Little Dry Creek,Stream,36.9671721,-119.5976385
North Fork Lone Pine Creek,Stream,36.58549,-118.2403683
North Fork Long Canyon,Valley,39.0211781,-120.5154398
North Fork Lubken Creek,Stream,36.548823,-118.0773092
North Fork McAfee Creek,Stream,37.6235408,-118.1617727
North Fork Mono Creek,Stream,37.4152166,-118.9145655
North Fork Oak Creek,Stream,36.8321551,-118.2506528
North Fork Perry Aiken Creek,Stream,37.6575174,-118.1351471
North Fork Prosser Creek,Stream,39.3818503,-120.2399225
North Fork San Joaquin River,Stream,37.5321627,-119.1829049
North Fork Shannon Canyon,Valley,37.2187655,-118.3895406
North Fork Soldier Creek,Stream,38.7940706,-120.5118683
North Fork Stevenson Creek,Stream,37.1305022,-119.2620676
North Goddard Creek,Stream,37.1341048,-118.7642769
North Guard Creek,Stream,36.7673638,-118.4718788
North Lake,Reservoir,37.2314945,-118.6142845
North Miller Creek,Stream,39.0351849,-120.2174128
North Mountain,Summit,36.805055,-118.6308981
North Palisade,Summit,37.0942428,-118.5144372
North Sly Park Creek,Stream,38.7310157,-120.473256
North Steely Creek,Stream,38.6168512,-120.4668674
North Wallace Canyon,Valley,38.9836121,-120.5279599
Norwegian Gulch,Valley,38.0056287,-120.4846391
Nutmeg Glen,Valley,37.0066767,-119.1894129
Nutter Lake,Lake,38.0667862,-119.2967828
Nydiver Lakes,Lake,37.6936974,-119.1719971
O'Connor Gulch,Valley,38.5913058,-120.5712786
Oat Mountain,Summit,36.8507092,-119.160094
Observation Peak,Summit,37.0232152,-118.5236653
Ogilby Canyon,Valley,38.7668569,-120.4803469
Olaine Lake,Lake,37.6943478,-119.113912
Old Man Mountain,Summit,39.3702703,-120.5222479
Old Pipe Lake,Lake,37.0608106,-118.8682083
Tubbe Paa Lake,Lake,37.273279,-118.8276229
Olive Lake,Lake,37.473116,-118.9872306
Mount Olsen,Summit,38.0407754,-119.24557
Onion Creek,Stream,37.1565981,-118.4009381
Onion Creek,Stream,39.2540715,-120.3721455
Onion Creek,Stream,38.8557371,-120.5360355
Onion Lake,Lake,38.0424883,-119.3193205
Onion Valley,Basin,36.7741006,-118.332597
Orchid Lake,Lake,37.3273197,-118.8907312
Ordinance Creek,Stream,37.1996683,-119.3054034
Oregon Gulch,Valley,38.5337189,-120.5121441
Osma Lake,Lake,38.8380591,-120.1355734
Ostrander Lake,Lake,37.6244917,-119.550455
Pacific Creek,Stream,38.5396316,-119.9193489
Pacific Valley,Basin,38.5185207,-119.9024042
Packsaddle Lake,Lake,37.2364278,-118.740148
Paddle Creek,Stream,38.0638088,-119.9921275
Payne Lake,Lake,37.2313884,-118.7300059
Painted Lady,Summit,36.7928233,-118.3994638
Painted Rock,Summit,39.2419064,-120.3209145
Palen Reservoir,Reservoir,39.6528471,-120.30787
Palisade Basin,Basin,37.0799344,-118.5362161
Panther Creek,Stream,36.5391106,-118.7192636
Panther Creek,Stream,38.4735216,-120.4165887
Panther Gap,Gap,36.5849433,-118.7039863
Panther Peak,Summit,36.5833407,-118.7157479
Paoha Lake,Lake,37.2824401,-118.8096476
Papoose Lake,Lake,37.471365,-118.9333062
Paps Gulch,Valley,37.7247472,-119.9197554
Par Value Lakes,Lake,38.0865564,-119.3305675
Paradise Lake,Lake,39.3995416,-120.3618107
Pardoe Lake,Lake,38.5912886,-120.107314
Parker Creek,Stream,37.8824276,-119.0987581
Parker Lake,Lake,37.8341035,-119.1583291
Parker Lakes,Lake,36.800986,-118.3596972
Parker Pass,Gap,37.8385395,-119.2054263
Parker Pass Lake,Lake,37.835056,-119.2111663
Parker Peak,Summit,37.8142941,-119.1842705
Patterson Creek,Stream,36.9085579,-119.0840033
Patterson Mountain,Summit,36.9747627,-119.0563807
Mount Patterson,Summit,38.4365769,-119.3051453
Pavilion Dome,Summit,37.2306423,-118.8090143
Payson Canyon,Valley,37.3124564,-118.1113773
Pear Lake,Lake,36.6012246,-118.6674844
Pearl Lake,Lake,38.8919032,-120.2569522
Pearl Lake,Lake,37.05278,-118.7471851
Peavine Creek,Stream,38.8174063,-120.3654734
Peckinpah Creek,Stream,37.2363359,-119.4962466
Pellisier Creek,Stream,37.6877091,-118.4120611
Pemmican Lake,Lake,37.2603107,-118.8150703
Pendant Lake,Lake,37.259469,-118.821838
Pennsylvania Creek,Stream,38.5979629,-119.778233
Pennsylvania Gulch,Valley,38.1253191,-120.4449204
Peppermint Creek,Stream,38.1293649,-120.4313092
Mount Perkins,Summit,36.9271662,-118.381436
Perry Aiken Creek,Stream,37.6910416,-118.0584374
Persian Creek,Stream,36.6207815,-119.0756646
Peruvian Gulch,Valley,38.0468256,-120.4842571
Peter Pande Lake,Lake,37.4677728,-118.9817319
Peter Peak,Summit,37.145548,-118.7458239
Phoenix Lake,Lake,39.3754294,-120.5222614
Pi-Pi Creek,Stream,38.567964,-120.4263108
Picayune Valley,Basin,39.1624059,-120.3118637
Mount Pickering,Summit,36.5272735,-118.2908888
Picket Creek,Stream,36.5763261,-118.4434263
Pickett Peak,Summit,38.755985,-119.9031794
Pigeon Gulch,Valley,37.6653929,-119.8061025
Pigeon Roost Canyon,Valley,38.9304956,-120.586678
Pika Lake,Lake,37.551119,-118.9525241
Pikes Peak,Summit,38.2604653,-119.9691224
Pilot Knob,Summit,37.2734051,-118.7571109
Pilot Peak,Summit,37.4364141,-119.7012416
Pilot Spring,Spring,37.8261661,-118.8718046
Pinchot Pass,Gap,36.9363599,-118.4124128
Mount Pinchot,Summit,36.9473279,-118.4052002
Pine Creek Pass,Gap,37.3174347,-118.7362289
Pine Lake,Lake,37.3521747,-118.7287352
Pine Mountain Lake,Reservoir,37.851341,-120.1974843
Pine Nut Canyon,Valley,39.0716284,-120.539941
Pines Creek,Stream,37.3221666,-119.5465303
Pinoche Peak,Summit,37.6346567,-119.7755087
Pinyon Creek,Stream,36.7777106,-118.2670411
Pinyon Mountain,Summit,37.7017162,-118.1744349
Pioneer Basin,Basin,37.4749344,-118.8009581
Pioneer Basin Lakes,Lake,37.4686857,-118.8050403
Piper Peak,Summit,37.1591824,-118.3857442
Pitman Creek,Stream,37.2032788,-119.2370669
Pitt Lake,Lake,38.8357769,-120.1256342
Piute Canyon,Valley,37.2234164,-118.8331393
Piute Canyon,Valley,38.246173,-119.4917418
Piute Creek,Stream,37.5046512,-118.3489997
Piute Lake,Lake,37.2352804,-118.6714658
Piute Mountain,Summit,37.5374233,-118.2327005
Piute Pass,Gap,37.2391011,-118.6840025
Pizona Creek,Stream,37.9599306,-118.5837386
Plum Creek,Stream,38.9143489,-120.5007563
Plum Creek,Stream,38.7679605,-120.4421434
Poison Creek,Stream,37.5299296,-118.1637141
Poison Creek,Stream,38.3151936,-119.452665
Poison Creek,Stream,38.7301839,-119.6348938
Poison Hole,Basin,38.94824,-120.3185268
Poison Spring,Spring,38.3940539,-120.1832288
Poleta Canyon,Valley,37.3445447,-118.3068778
Pond Lily Lake,Lake,37.542293,-119.1026473
Poop Out Pass,Gap,36.6888333,-118.7814897
Poopenaut Valley,Valley,37.9174159,-119.8228792
Poor Boy Creek,Stream,38.6815724,-119.7526762
Poore Creek,Stream,38.3432475,-119.5282237
Poore Lake,Reservoir,38.3085565,-119.526748
Pops Gulch,Valley,36.9262496,-118.0871765
Porath Gulch,Valley,37.7070107,-119.9819554
Porphyry Lake,Lake,37.6280498,-119.3353416
Portal Lake,Lake,37.0429548,-118.7574777
Portuguese Creek,Stream,37.4696633,-119.3804118
Portuguese Gulch,Valley,38.0013773,-120.3832289
Post Corral Canyon,Valley,38.1825329,-119.7795373
Post Corral Creek,Stream,37.0846648,-118.9037222
Post Lakes,Lake,37.6263849,-119.3467586
Post Peak,Summit,37.6281298,-119.3279705
Post Peak Pass,Gap,37.6304904,-119.3287524
Potter Creek,Stream,37.2560558,-119.1595647
Potter Pass,Gap,37.2871664,-119.1406757
Mount Powell,Summit,37.1386737,-118.6340226
Prather,Populated Place,37.0374497,-119.5140236
Mount Price,Summit,38.8638688,-120.1747281
Primrose Lake,Lake,36.5212482,-118.2764745
Prosser Hill,Summit,39.3751787,-120.2171311
Pruett Lake,Lake,38.1122842,-119.7619067
Pumice Butte,Summit,37.5519802,-119.0602844
Pumice Valley,Basin,37.9060382,-119.0768133
Pumpkin Hollow,Basin,38.4229689,-120.1704689
Punch Bowl,Basin,37.8149299,-119.0265335
Puppet Lake,Lake,37.2866976,-118.7345962
Purdy Creek,Stream,39.6715747,-120.0057556
Purple Creek,Stream,37.5118834,-118.9723465
Purple Lake,Lake,37.530262,-118.9468637
Pyramid Creek,Stream,38.8074077,-120.131298
Pyramid Lake,Lake,38.8475962,-120.1410118
Pyramid Peak,Summit,36.9064125,-118.462111
Pyramid Peak,Summit,38.8448692,-120.157782
Quail Gulch,Valley,38.0175258,-120.4577127
Quail Lake,Reservoir,39.0700891,-120.166022
Quartz Creek,Stream,38.1526975,-120.486034
Quartz Mountain,Summit,37.6265941,-120.0437985
Queen Dicks Canyon,Valley,37.7655329,-118.4012324
Quilty Creek,Stream,37.9174242,-120.0699072
Rackerby Jack Spring,Spring,37.9335003,-120.0339727
Rae Lake,Lake,37.1516555,-118.8495339
Rae Lakes,Lake,36.8081199,-118.4016048
Rainbow Falls,Falls,37.6016038,-119.0834655
Rainbow Lake,Lake,37.0842754,-118.765289
Rainbow Lake,Lake,37.1530759,-119.0834566
Rainbow Lakes,Lake,37.0882682,-118.575402
Ralston Lake,Lake,38.8416463,-120.0996064
Ralston Peak,Summit,38.8329181,-120.1017334
Ram Lake,Lake,37.063968,-118.7505566
Ram Lake,Lake,37.54308,-118.927477
Rambaud Creek,Stream,37.0476688,-118.5808359
Ramona Lake,Lake,37.2497047,-118.7824262
Rancheria Creek,Stream,36.7988369,-119.2109512
Rancheria Creek,Stream,37.2560558,-119.1598425
Rancheria Creek,Stream,37.9532541,-119.7279526
Rancheria Gulch Spring,Spring,38.101013,-119.128704
Randall Creek,Stream,38.7482384,-119.8146218
Randolph Canyon,Valley,38.7770265,-120.5674812
Ranger Lake,Lake,36.6661018,-118.6957561
Rattlesnake Creek,Stream,37.3621652,-119.0998429
Rattlesnake Creek,Stream,39.314069,-120.5504857
Rattlesnake Gulch,Valley,38.0799101,-119.1459755
Rattlesnake Gulch,Valley,38.0303372,-120.3784053
Rattlesnake Lake,Lake,37.4776661,-119.1899896
Rattlesnake Mountain,Summit,39.3158137,-120.5308152
Raymond Canyon Creek,Stream,38.6537956,-119.8246228
Raymond Lake,Lake,38.6098289,-119.8350765
Raymond Meadows Creek,Stream,38.5851855,-119.7987893
Raymond Peak,Summit,38.6037242,-119.8332217
Mount Reba,Summit,38.5075658,-120.0286127
Recess Peak,Summit,37.3824202,-118.8554522
Red and White Lake,Lake,37.4844409,-118.8685392
Red and White Mountain,Summit,37.4798915,-118.8572694
Red Apple,Populated Place,38.1788082,-120.3815861
Red Cones,Summit,37.5876933,-119.0587542
Red Gulch,Valley,38.0236433,-120.382126
Red Lake,Lake,37.1914054,-119.1111933
Red Lake,Lake,37.5672258,-118.9686165
Red Lake,Lake,38.0433892,-119.2643733
Red Lake,Reservoir,38.6989178,-119.974319
Red Lake Creek,Stream,38.7335174,-119.9318474
Red Lake Peak,Summit,38.7139179,-119.9873703
Red Mountain,Summit,37.1497672,-118.801211
Red Mountain,Summit,37.1963118,-119.1149044
Red Mountain,Summit,39.3831669,-120.3013215
Red Mountain Basin,Basin,37.1346619,-118.8178888
Red Mountain Creek,Stream,37.050489,-118.3145448
Red Peak,Summit,37.477652,-118.1081023
Red Peak Fork,Stream,37.7057637,-119.3620938
Red Slate Mountain,Summit,37.5074478,-118.8691504
Red Star Point,Summit,39.053282,-120.5339279
Red Top Lake,Lake,38.2623861,-119.540185
Reds Creek,Stream,37.6160477,-119.0834668
Reds Lake,Lake,37.6395433,-119.0566931
Reds Meadow Hot Springs,Spring,37.6192073,-119.0735573
Redwood Canyon,Valley,36.6224894,-118.8947993
Redwood Creek,Stream,37.3663316,-119.6126475
Redwood Saddle,Gap,36.7071684,-118.9206612
Reed Creek,Stream,37.9610341,-120.050462
Mount Reinstein,Summit,37.0794205,-118.7383532
Relief Creek,Stream,38.2471356,-119.7426754
Relief Peak,Summit,38.2372832,-119.6970779
Repeater Hill,Summit,38.2526902,-120.2205227
Return Creek,Stream,37.9318666,-119.4659967
Reversed Creek,Stream,37.7665976,-119.1218121
Reversed Peak,Summit,37.8044708,-119.0994058
Reynolds Creek,Stream,38.0199211,-120.0129611
Reynolds Peak,Summit,38.5806389,-119.8385678
Rhodes Lake,Lake,38.3699229,-120.0210971
Ribbon Fall,Falls,37.7357593,-119.6482233
Rice Hill,Summit,39.6449311,-120.3605532
Rice Lake,Lake,38.6098849,-119.9599056
Rich Gulch,Valley,38.0378637,-120.4574463
Richards Creek,Stream,38.001032,-119.9168473
Richardson Lake,Lake,39.0228532,-120.212235
Ridge Lake,Lake,38.2211284,-119.743725
River Spring Lakes,Lake,37.9300316,-118.6160818
Mount Rixford,Summit,36.7848556,-118.3988868
Roaring River,Stream,36.7854956,-118.6267662
Robbs Peak,Summit,38.9246561,-120.4035815
Rock Creek,Stream,37.2746674,-119.3317942
Rock Creek,Stream,37.402483,-119.122868
Rock Creek,Stream,38.0963081,-120.0057392
Rock Creek,Stream,38.5129672,-119.4490539
Rock Creek Lake,Lake,37.4524868,-118.7371871
Rock Lake,Lake,37.1527208,-119.0528966
Rock Mountain,Summit,37.1044052,-119.519056
Rockbound Lake,Lake,37.6693384,-119.2802698
Rockbound Lake,Lake,38.997018,-120.238814
Rockbound Valley,Valley,38.991528,-120.2203382
Rocky Basin Creek,Stream,38.9890727,-120.3754733
Rocky Bottom Lake,Lake,37.1998497,-118.5170274
Rocky Canyon,Valley,38.8069069,-120.1357096
Rodgers Peak,Summit,37.7250221,-119.2574617
Rodgers Lakes,Lake,37.7352148,-119.2273544
Roman Four Lake,Lake,37.093646,-118.796153
Roosevelt Lake,Lake,38.2957483,-119.5418352
Ropi Lake,Lake,38.8389525,-120.1313452
Rosalie Lake,Lake,37.6868633,-119.1230592
Rose Creek,Stream,38.10881,-120.3974186
Rose Lake,Lake,37.3074566,-118.8843725
Rosebud Lake,Lake,37.3094957,-118.8920485
Rosemarie Meadow,Lake,37.3186791,-118.8733373
Ross Creek,Stream,36.964947,-119.1270612
Ross Creek,Stream,37.2260571,-119.3359606
Rosy Finch Lake,Lake,37.4649538,-118.870738
Rough Creek,Stream,36.8585566,-118.9459421
Round Lake,Lake,38.748845,-120.006752
Round Mountain,Summit,37.2076347,-118.4326715
Round Tent Canyon,Valley,38.8246347,-120.5387555
Round Top,Summit,38.6635535,-120.0012701
Round Top Lake,Lake,38.6674223,-120.0124838
Round Valley,Basin,38.500744,-120.0190748
Round Valley,Basin,39.3701822,-120.3640924
Round Valley Peak,Summit,37.4489183,-118.6818623
Royal Arch Lake,Lake,37.5779124,-119.5030918
Royce Lakes,Lake,37.3268833,-118.7652391
Royce Peak,Summit,37.3181738,-118.7708958
Rube Creek,Stream,37.4521646,-119.1767903
Rubicon Creek,Stream,39.0012967,-120.1026854
Rubicon River,Lake,39.0214486,-120.2485349
Rubicon Springs,Spring,39.0176849,-120.2457466
Ruby Canyon,Valley,38.8964425,-120.5663337
Ruby Lake,Lake,37.4150108,-118.7704284
Ruby Lake,Lake,37.7211765,-119.1610135
Rush Creek,Stream,37.8218694,-119.8940687
Rush Creek,Stream,38.0899197,-120.0429624
Mount Ruskin,Summit,36.9784671,-118.4733528
Russel Valley,Valley,39.426682,-120.1004835
Russell Creek,Stream,37.9707561,-120.0532399
Mount Russell,Summit,36.5906707,-118.2890359
Russian Charley Creek,Stream,36.8505041,-119.2890107
Ruwau Lake,Lake,37.1379816,-118.548161
S P Lakes,Reservoir,39.3049782,-120.5618364
Sabies Canyon,Valley,37.5808363,-118.342191
Lake Sabrina,Lake,37.2059058,-118.618991
Sachse Monument,Summit,38.1526307,-119.6720437
Sacramento Canyon,Valley,37.5407662,-118.3311258
Saddle Mountain,Summit,38.8464646,-120.582773
Saddlerock Lake,Lake,37.1278863,-118.5534601
Sadler Lake,Lake,37.6424917,-119.3039392
Sadler Peak,Summit,37.6385754,-119.2733529
Sage Hen Creek,Stream,38.5385245,-119.3284926
Sage Hen Peak,Summit,37.478624,-118.085819
Sagehen Creek,Stream,39.4768517,-120.131868
Sagehen Peak,Summit,37.8526245,-118.8417923
Sagehen Spring,Spring,37.866655,-118.859582
Saginaw Creek,Stream,37.1649474,-119.4181865
Sailor Lake,Lake,37.1657461,-118.6385145
Sallie Keyes Lakes,Lake,37.2712763,-118.8743491
Salmon Lake,Lake,39.2823343,-120.515652
Salt Rock Creek,Stream,38.6257397,-120.485757
Salt Springs,Lake,38.4953668,-120.1403052
Sam Mack Lake,Lake,37.1151924,-118.5121768
San Diego Reservoir,Reservoir,38.0309994,-120.389223
San Joaquin Mountain,Summit,37.7190941,-119.1062002
Sand Creek,Stream,36.9671721,-119.4659649
Sandpiper Lake,Lake,37.3087605,-118.8528622
Sandy Meadow Creek,Stream,38.5446317,-119.9454608
Sandy Wash,Stream,38.0585335,-120.4304743
Santa Rita Spring,Spring,36.9249587,-118.1140615
Sapphire Lake,Lake,37.1490523,-118.6941982
Sardella Lake,Lake,38.2226787,-119.7349725
Sardine Canyon,Valley,36.8085627,-118.3017815
Sardine Creek,Stream,38.3068586,-119.5898925
Sardine Falls,Falls,38.3083842,-119.6221189
Sardine Lake,Lake,36.7969044,-118.3521249
Sardine Valley,Valley,39.5131826,-120.1090571
Saucer Lake,Lake,38.8333362,-120.0778692
Sawmill Canyon,Valley,37.8817909,-119.1175283
Sawmill Creek,Stream,37.805765,-118.6523491
Sawmill Creek,Stream,38.6960174,-119.8574012
Sawmill Gulch,Valley,38.0210392,-120.3818838
Sawmill Lake,Lake,36.8861242,-118.3470686
Sawmill Lake,Reservoir,39.4417665,-120.5970931
Sawmill Mountain,Summit,37.8267289,-119.9364083
Sawmill Pass,Gap,36.8829975,-118.3643659
Sawmill Point,Summit,36.9170122,-118.3205805
Sawpit Spring,Spring,38.9645399,-120.5587608
Sayles Canyon,Valley,38.8020953,-120.1118675
Scepter Lake,Lake,37.0303811,-118.8360739
Scepter Pass,Gap,37.0471634,-118.8342751
Schaads Reservoir,Reservoir,38.3850694,-120.4374995
Scheelite,Populated Place,37.3779886,-118.676786
Schober Lakes,Lake,37.1853879,-118.6557784
Schoolmarm Lake,Lake,37.1088366,-118.7893448
Scoop Lake,Lake,37.517674,-118.995023
Scott Creek,Stream,37.7560386,-120.006295
Scotts Lake,Lake,38.7639212,-119.9662329
Scotty Spring,Spring,36.9365781,-118.3242752
Scout Carson Lake,Lake,38.6477511,-120.054399
Screech Owl Canyon,Valley,38.7557687,-120.3737811
Screwauger Canyon,Valley,39.1213991,-120.5938682
Scylla,Summit,37.0801291,-118.6896676
Second Dinkey Lake,Lake,37.1550393,-119.0568041
Second Garrotte Basin,Basin,37.8232609,-120.2046331
