feature_name,feature_class,prim_lat_dec,prim_long_dec
Bald Mountain,Summit,37.0620971,-119.4003945
Bald Mountain,Summit,37.7838148,-118.9012371
Bald Mountain,Summit,37.8554501,-119.7904854
Bald Mountain,Summit,38.0081844,-120.363151
Bald Mountain,Summit,38.4194184,-120.4420834
Bald Mountain,Summit,38.7666133,-120.2220357
Bald Mountain Spring,Spring,37.792694,-118.881104
Ball Dome,Summit,36.6830424,-118.7041673
Balloon Dome,Summit,37.4646767,-119.2266281
Balls Canyon,Valley,39.6647756,-120.0299593
Baltimore Lake,Lake,39.3917468,-120.530982
Banner Peak,Summit,37.696442,-119.1947426
Barasco Gulch,Valley,37.7875865,-118.4750462
Mount Barcroft,Summit,37.5821456,-118.2481509
Barker Pass,Gap,39.0762958,-120.2338034
Barker Peak,Summit,39.0794793,-120.2389193
Mount Barnard,Summit,36.6284032,-118.3215994
Barnes Mountain,Summit,37.0118797,-119.2487235
Barney Lake,Lake,37.5653187,-118.9692416
Barney Riley Creek,Stream,38.7579613,-119.6582279
Barrel Spring,Spring,37.6465971,-119.766281
Barrel Springs,Spring,36.891205,-118.073694
Barrett Lakes,Lake,37.0852258,-118.5340239
Lake Barrett,Lake,37.5956835,-119.0066941
Barts Creek,Stream,39.0143503,-120.3771404
Basin Creek,Stream,36.9068914,-119.1076153
Basin Creek,Stream,38.3007478,-120.0090737
Basin Mountain,Summit,37.2961432,-118.6604094
Basin Peak,Summit,39.3822872,-120.3641225
Bass Lake,Populated Place,37.3246665,-119.5662539
Bassella Creek,Stream,38.2265844,-120.4682571
Bassi Falls,Falls,38.8926091,-120.3302972
Bassi Fork,Stream,38.8812954,-120.3463059
Bath Mountain,Summit,38.0581826,-119.4648651
Battalion Lake,Lake,37.0571571,-118.7396864
Baxter Creek,Stream,36.8463237,-118.3775981
Baxter Pass,Gap,36.8353173,-118.375801
Baxter Spring,Spring,37.8860451,-118.8369687
Mount Baxter,Summit,36.8614378,-118.3622199
Beanville Creek,Stream,38.7629631,-120.3021377
Bear Butte,Summit,37.2438285,-119.1353931
Bear Creek,Stream,36.7974478,-119.1765055
Bear Creek,Stream,37.3204984,-118.9912284
Bear Creek,Stream,37.9774222,-120.0187946
Bear Creek,Stream,38.8468485,-120.5071457
Bear Creek Spire,Summit,37.3680534,-118.7676077
Bear Dome,Summit,37.3302774,-118.9508753
Bear Lake,Lake,37.3728207,-118.7307198
Bear Lake,Lake,38.1754203,-119.8642159
Bear Lake,Lake,39.0493379,-120.2282384
Bear Meadow,Lake,38.091978,-119.909227
Bear Meadow Creek,Stream,38.6790722,-120.4771453
Bear Mountain,Summit,37.8552646,-119.890019
Bear Mountain,Summit,36.746716,-119.279826
Bear Spring,Spring,39.0671254,-120.5702036
Bear Springs,Spring,39.0152526,-120.4868174
Bear Springs Creek,Stream,37.922424,-120.0668515
Bear Trap Creek,Stream,39.1110139,-120.5793714
Bear Twin Lakes,Lake,37.3524587,-118.8859406
Bear Valley,Valley,39.5202095,-120.5553964
Bear Valley Creek,Stream,39.6490718,-120.224649
Bear Wallow,Basin,36.8785579,-119.0740025
Bear Wallow Creek,Stream,36.9635581,-119.1287279
Bear Paw Lake,Lake,37.331056,-118.7945346
Bearskin Creek,Stream,36.7607788,-118.8995504
Beartrap Lake,Lake,37.3415899,-118.8220005
Beauty Lake,Lake,38.8558336,-120.2358705
Beck Lakes,Lake,37.6374882,-119.1568635
Bee Springs,Spring,36.8093759,-118.0628678
Bee Springs Canyon,Valley,36.8051894,-118.0705647
Beebe Lake,Lake,38.6058991,-120.0598742
Beer Creek,Stream,37.3596531,-118.0323174
Bell Creek,Stream,38.1410289,-119.9671271
Bellfout Canyon,Valley,38.4973811,-120.1368936
Bench Canyon,Valley,37.6678629,-119.2416218
Bench Lake,Lake,36.761992,-118.362
Bench Lake,Lake,36.9485092,-118.4633125
Bench Valley,Basin,37.09174,-118.79466
Bendorf Spring,Spring,38.653005,-120.4793135
Benson Pass,Gap,38.0151985,-119.4609983
Benton,Populated Place,37.819099,-118.4765094
Benton Hot Springs,Populated Place,37.8002103,-118.5290107
Bergona Lake,Lake,38.0926435,-119.332566
Berts Lake,Lake,38.975936,-120.3302785
Beryl Lake,Lake,37.1782274,-119.1067312
Beville Lake,Lake,36.6608376,-118.6915859
Beyers Lakes,Lake,39.385125,-120.5550364
Big Bear Lake,Lake,37.3322956,-118.8024111
Big Chief Lake,Lake,37.2668304,-118.8225273
Big Creek,Stream,37.8107589,-119.9399036
Big Creek,Stream,37.2102239,-119.3304047
Big Creek Basin,Basin,37.7738151,-119.9057356
Big Creek Canyon,Valley,37.2098407,-119.3290039
Big Granite Creek,Stream,39.223792,-120.5293719
Big Grizzly Creek,Stream,37.7029841,-119.8648988
Big Grizzly Mountain,Summit,37.7179277,-119.89572
Big Hill,Summit,38.8423336,-120.4072754
Big Hill Canyon,Valley,38.8318883,-120.43986
Big Jackass Creek,Stream,37.7788178,-120.2721352
Big Lake,Lake,38.1224126,-119.7977846
Big McGee Lake,Lake,37.488578,-118.8404718
Big Meadow Creek,Stream,38.0524202,-119.4573871
Big Meadow Creek,Stream,38.8021293,-120.0168495
Big Meadows Creek,Stream,36.7396664,-118.7837127
Big Moccasin Lake,Lake,37.2757608,-118.8002669
Big Mountain,Summit,38.5765182,-120.5049319
Big Pebble Canyon,Valley,38.6964312,-120.4478358
Big Pine Creek,Stream,37.1727081,-118.2595452
Big Pine Lake,Lake,37.1268769,-118.4878839
Big Pine Spring,Spring,37.167984,-118.3698563
Big Pothole Lake,Lake,36.7709707,-118.3727486
Big Rattlesnake Creek,Stream,38.3579704,-120.185747
Big Reservoir,Reservoir,38.5473199,-120.5565714
Big Sandy Creek,Stream,37.0621714,-119.5679159
Big Sandy Valley,Valley,37.0416693,-119.501972
Big Silver Creek,Stream,38.8657388,-120.418531
Big Spring,Spring,39.149233,-120.269544
Big Springs,Spring,36.6530691,-118.9067752
Big Springs,Spring,37.7506672,-118.9408908
Bigelow Lake,Lake,38.1554905,-119.6370532
Bigelow Peak,Summit,38.1491375,-119.62799
Bighorn Lake,Lake,37.4684901,-118.8791302
Bighorn Lake,Lake,37.5291761,-118.8800504
Bill Lake,Lake,37.2999662,-119.2011139
Billy Creek,Stream,37.2371673,-119.2304001
Billy Hill,Summit,39.4282472,-120.1819829
Billy Lake,Lake,37.7541028,-119.1622799
Billy Mack Canyon,Valley,39.3203675,-120.2901758
Bingaman Lake,Lake,37.845716,-119.246027
Birch Creek,Stream,37.0674328,-118.2637109
Birch Creek,Stream,37.319375,-118.0356501
Birch Creek,Stream,37.3743744,-118.4842815
Birch Lake,Lake,37.8796198,-119.8558028
Birchim Lake,Lake,37.3481157,-118.7385218
Bishop Creek,Stream,37.3524298,-118.460113
Bishop Lake,Lake,37.1213622,-118.5505024
Bishop Pass,Gap,37.114656,-118.5448288
Black Bear Lake,Lake,37.3369971,-118.794769
Black Bear Lake,Lake,38.1514347,-119.6498901
Black Birch Canyon,Valley,37.4670478,-118.0155803
Black Canyon,Valley,37.8693717,-118.6310904
Black Canyon,Valley,36.8746663,-118.2888653
Black Canyon,Valley,37.2902128,-118.2723419
Black Giant,Summit,37.1022388,-118.6487071
Black Hawk Lake,Lake,38.2109855,-119.7127179
Black Hawk Mountain,Summit,38.2059705,-119.708986
Black Lake,Lake,37.1323186,-118.4945308
Black Lake,Lake,37.818231,-118.5776348
Black Mountain,Summit,36.8091478,-118.3780119
Black Mountain,Summit,37.012918,-119.4521682
Black Mountain,Summit,37.667165,-120.0068542
Black Mountain,Summit,37.8185376,-118.634582
Black Mountain,Summit,38.038688,-119.2786795
Black Peak,Summit,37.1818116,-119.0507661
Black Point,Summit,37.2382861,-119.2598534
Black Point,Summit,38.0279327,-119.0969955
Black Rock Creek,Stream,36.9177241,-119.0290012
Black Rock Lake,Lake,38.5915659,-120.0730291
Black Rock Reservoir,Reservoir,36.9208701,-119.0184702
Black Spring,Spring,37.7196236,-119.6607639
Black Spring,Spring,38.3751923,-120.1926918
Blackbird Lake,Lake,38.177717,-119.673364
Blackcap Basin,Basin,37.0663283,-118.770941
Blackcap Mountain,Summit,37.0719858,-118.7935793
Blackrock Lake,Lake,37.1291799,-118.8135233
Blackrock Springs,Spring,36.9296557,-118.2337087
Blackstone Creek,Stream,37.7535394,-120.0924084
Blacktop Peak,Summit,37.7937286,-119.1961395
Blackwood Creek,Stream,39.1074071,-120.1579683
Blade Creek,Stream,37.3716085,-119.85933
Blanco Mountain,Summit,37.4657183,-118.1630395
Blind Spring Valley,Valley,37.81771,-118.5114716
Bloodsucker Lake,Lake,38.8358982,-120.2105124
Bloody Canyon,Valley,37.8948473,-119.1268535
Bloody Lake,Lake,37.5594694,-118.918946
Bloody Mountain,Summit,37.5605545,-118.9067592
Bloody Ravine,Valley,39.1022058,-120.5178441
Blue Canyon,Valley,38.3293767,-120.0997
Blue Canyon Peak,Summit,37.0283146,-118.7093892
Blue Creek,Stream,38.5749087,-119.9112928
Blue Creek,Stream,38.4626892,-120.3740873
Blue Eyes Canyon,Valley,39.0882043,-120.533767
Blue Heaven Lake,Lake,37.1696104,-118.660663
Blue Hole,Lake,38.497471,-120.1370021
Blue Lake,Lake,37.1842352,-118.6195994
Blue Lake,Lake,37.6799414,-119.2823874
Blue Lake,Lake,38.0032568,-119.2457102
Blue Lake,Lake,38.0511356,-119.2703275
Blue Mountain,Summit,38.8485702,-120.1977405
Bluff Lake,Lake,37.1773166,-118.549524
Bobby Lake,Lake,37.2974336,-119.1917166
Bog Mound Springs,Spring,37.2913192,-118.0506501
Bohler Canyon,Valley,37.9010085,-119.1263266
Bonanza Gulch,Valley,36.8921147,-118.0824531
Bonell Gulch,Valley,37.7017698,-119.9842249
Bonnie Lake,Lake,37.2975003,-119.1949324
Boomerang Lake,Lake,38.8725555,-120.1940436
Bootles Canyon,Valley,38.4234359,-119.4514874
Boron Springs,Spring,36.7902108,-118.2734302
Boston Flat Gulch,Valley,38.3926867,-120.4599826
Bottleneck Lake,Lake,37.1857558,-118.6467936
Boundary Creek,Stream,37.6043814,-119.0826325
Boundary Lake,Lake,38.0885802,-119.7896919
Bourland Creek,Stream,38.0199211,-120.0129611
Box Lake,Lake,37.4149122,-118.754147
Box Spring,Spring,38.0268976,-120.0697031
Mount Bradley,Summit,36.7286434,-118.3387174
Brandon Canyon,Valley,38.6824954,-120.385241
Brave Lake,Lake,37.4878582,-118.9457591
Brewer Lake,Lake,37.1667288,-119.1231608
Bridalveil Creek,Stream,37.7188157,-119.6532226
Bridalveil Fall,Falls,37.7165936,-119.6468332
Bridgeport Canyon,Valley,38.1006074,-119.0567374
Bright Dot Lake,Lake,37.5452208,-118.8617223
Brockliss Canyon,Valley,38.7685285,-120.4975115
Brockmans Corner,Populated Place,37.3760407,-118.4323345
Brockway Spring,Spring,39.2480162,-120.0132841
Brockway Summit,Gap,39.2610178,-120.071304
Brown Bear Lake,Lake,37.3454626,-118.8108039
Brown Bear Pass,Gap,38.212693,-119.6640616
Brown Cone,Summit,37.4049382,-119.2326112
Brown Mountain,Summit,38.988607,-120.2881275
Brown Peak,Summit,37.6363828,-119.8040675
Brownie Creek,Stream,38.3324141,-119.5532246
Brush Canyon,Valley,38.7860177,-120.5533659
Brushy Creek,Stream,38.0404768,-120.0632403
Bryan Creek,Stream,38.8035186,-120.0996302
Bryant Creek,Stream,38.803517,-119.6996185
Bryants Spring,Spring,38.8244283,-120.4565765
Buck Canyon,Valley,36.5387569,-118.6704143
Buck Creek,Stream,38.6985172,-119.842123
Buck Creek,Stream,36.5388315,-118.6706516
Buck Lake,Lake,37.4098993,-118.7085811
Buck Lake,Lake,39.0510169,-120.191132
Buck Lakes,Lake,38.1618194,-119.7404262
Buck Meadow Creek,Stream,38.1540829,-119.8129555
Buck Meadows,Populated Place,37.8127044,-120.0643518
Buck Rock,Summit,36.7371392,-118.8606221
Buck Spring,Spring,39.3445992,-120.0815884
Buckeye Mountain,Summit,37.2994683,-119.7233775
Buckhorn Peak,Summit,37.6638383,-120.1239751
Buckhorn Springs,Spring,37.2626636,-118.0338947
Bucks Peak,Summit,37.4797097,-118.1356216
Buena Vista Creek,Stream,36.6999461,-118.9114941
Buena Vista Creek,Stream,37.6677072,-119.5026551
Buena Vista Lake,Lake,37.6000079,-119.5169861
Buena Vista Peak,Summit,37.5939248,-119.517896
Bull Creek,Stream,36.9963356,-119.1023384
Bull Creek,Stream,38.7701829,-120.4338098
Bull Creek,Stream,36.5968929,-119.1081653
Bull Creek,Stream,37.7021518,-120.0287941
Bull Creek,Stream,38.2585265,-120.0207406
Bull Lake,Lake,38.5182318,-119.7537605
Bull Meadow Creek,Stream,37.8674253,-120.0624072
Bullet Lake,Lake,37.102871,-118.784671
Bullfrog Lake,Lake,36.7713954,-118.4039846
Bullfrog Lake,Lake,37.1471687,-119.0408564
Bunker Hill,Summit,39.0493616,-120.3805045
Bunker Lake,Lake,39.0535736,-120.386421
Bunny Lake,Lake,37.5400288,-118.8986128
Burcham Creek,Stream,38.3835254,-119.4512761
Burgson Lake,Lake,38.3593921,-119.9482772
Burma Summit,Summit,39.6407346,-120.1189506
Burned Hill,Summit,39.3204079,-120.023302
Burnside Lake,Lake,38.7126674,-119.8905066
Burnt Corral Spring,Spring,38.3182293,-120.1775707
Burnt Hill Spring,Spring,38.3702392,-119.1134222
Burro Lake,Lake,38.0321214,-119.2865582
Burst Rock,Summit,38.2018894,-119.8745087
Burton Creek,Stream,39.1812958,-120.1232473
Busher Creek,Stream,37.7035413,-118.0928836
Buzztail Spring,Spring,37.5496176,-118.8161222
Cabin Creek,Stream,36.6402229,-118.8123231
Cabin Creek,Stream,36.8613348,-118.973443
Cabin Creek,Stream,37.7049296,-118.2106663
Cabin Lake,Lake,37.6844087,-119.1520923
Cache Creek,Stream,38.555465,-119.9610167
Cactus Point,Summit,36.5101218,-118.8191242
Cagwin Lake,Lake,38.8421757,-120.0952149
Cahoon Gap,Gap,36.6438328,-118.7373211
Redhawk Lake,Reservoir,38.3252128,-120.4902944
Calpine,Populated Place,39.6662911,-120.4396558
Camiaca Peak,Summit,38.0600179,-119.3242791
Camino Reservoir,Reservoir,38.8282371,-120.5371468
Camp Sixty One Creek,Stream,37.341332,-119.0598415
Camp Sixty One Lake,Lake,37.307751,-119.090381
Camp Creek,Stream,37.3260542,-119.0256735
Camp Creek,Stream,38.4660227,-120.3557533
Camp Ida Spring,Spring,38.103984,-120.0670473
Camp Twentyfive Creek,Stream,38.036588,-120.0660182
Camp Twentyone Spring,Spring,38.0066646,-120.0745273
Campfire Lake,Lake,37.2960766,-119.1786405
Campoodle Creek,Stream,38.2588044,-120.0349078
Canada Hill,Summit,39.176603,-120.5296154
Canady Gulch,Valley,38.0185075,-120.3738842
Caples Lake,Reservoir,38.698725,-120.0454399
Cardinal Lake,Lake,36.9996264,-118.4283994
Cardinal Mountain,Summit,36.9994047,-118.4127374
Cargyle Creek,Stream,37.5321626,-119.1806827
Mount Carillon,Summit,36.5924211,-118.2779091
Carman Creek,Stream,39.6932358,-120.4071552
Carnelian Bay,Populated Place,39.2268512,-120.0818587
Carnelian Canyon,Valley,39.2257088,-120.0813447
Carpenter Creek,Stream,38.7629627,-120.3274165
Carpenter Valley,Valley,39.3869503,-120.2567195
Carson Pass,Gap,38.6937964,-119.9885161
Carson Peak,Summit,37.7475416,-119.1241259
Carson Spur,Summit,38.7028245,-120.100729
Carter Creek,Stream,37.3699424,-119.7118214
Cartridge Creek,Stream,36.9968815,-118.5887133
Cartridge Pass,Gap,36.9754912,-118.4881561
Carvin Creek,Stream,39.6262891,-120.5754928
Casa Diablo Mountain,Summit,37.5784355,-118.5503433
Cascade Creek,Stream,36.615223,-118.809267
Cascade Creek,Stream,38.9512967,-120.0768512
Cascade Creek,Stream,37.7218711,-119.712115
Cascade Creek,Stream,38.2746372,-120.0121292
Cascade Lake,Lake,38.9401901,-120.0919849
Cascade Valley,Valley,37.5165967,-118.9832193
Cascadel Point,Summit,37.2135188,-119.4506236
Casey Canyon,Valley,39.3685199,-120.0397238
Castle Lake,Lake,37.669607,-119.1203206
Castle Pass,Gap,39.3582378,-120.3652032
Castle Peak,Summit,37.1849465,-119.4424434
Castle Peak,Summit,39.3661517,-120.3517396
Castle Point,Summit,38.7042904,-120.1201957
Castle Rock,Summit,38.2479231,-119.8380735
Castle Valley,Valley,39.3388116,-120.3435465
Cat Canyon,Valley,39.6435799,-120.0952216
Cataract Creek,Stream,37.0538237,-118.5276037
Cataract Gulch,Valley,38.106724,-120.4041844
Catfish Lake,Lake,39.4703074,-120.5547341
Cathedral Creek,Stream,38.8990744,-120.0710178
Cathedral Lake,Lake,37.0406252,-118.7410215
Cathedral Lake,Lake,38.8937889,-120.0817743
Lake Catherine,Lake,37.6991844,-119.2074928
Cathewood Saddle,Gap,37.6427084,-119.7690588
Cattle Mountain,Summit,37.5185248,-119.2320987
Cave Creek,Stream,36.5838346,-118.834545
Cecil Lake,Lake,37.5056268,-118.8891064
Cecile Lake,Lake,37.66416,-119.1667559
Cedar Creek,Stream,36.5543905,-118.8559339
Cedar Creek,Stream,39.254627,-120.370201
Cedar Creek,Stream,36.5402261,-119.0106601
Cedar Hill,Summit,38.1841692,-118.843268
Cedar Spring,Spring,37.4413186,-118.1462116
Cedar Spring,Spring,38.8099046,-120.4674221
Mount Cedric Wright,Summit,36.9040503,-118.3876615
Center Basin,Basin,36.7235455,-118.3498182
Center Peak,Summit,36.7219282,-118.3626395
Chain Lakes,Lake,38.141189,-119.87438
Chaix Mountain,Summit,38.8359027,-120.5757427
Chalfant Lakes,Lake,37.3480784,-118.7615969
Chamberlain Lake,Lake,37.2889107,-118.9095298
Mount Chamberlin,Summit,36.5335419,-118.3106544
Champion Canyon,Valley,38.447265,-119.8565624
Channel Lake,Lake,38.8524494,-120.1319842
Chapel Lake,Lake,37.0459602,-118.7473813
Chapman Creek,Stream,39.6321228,-120.55327
Charity Valley Creek,Stream,38.6996286,-119.8749017
Charles Creek,Stream,39.0032388,-120.4315867
Charlie Canyon,Valley,36.8282303,-118.3081385
Charlotte Creek,Stream,36.7707714,-118.4858602
Charlotte Lake,Lake,36.7761088,-118.4267086
Charybdis,Summit,37.0868537,-118.6681692
Cheese Camp Creek,Stream,38.9099062,-120.364362
Chepo Saddle,Gap,37.3488323,-119.5901453
Cherry Creek,Stream,37.8885351,-119.971849
Cherry Creek Canyon,Valley,38.0267391,-119.9011059
Cherry Gap,Gap,36.777724,-118.960386
Cherry Point,Summit,39.2589197,-120.5123942
Chewing Gum Lake,Lake,38.1944556,-119.8499424
Chicken Hawk Spring,Spring,38.7995692,-120.4320786
Chickenfoot Lake,Lake,37.3995686,-118.753001
Chief Creek,Stream,39.2260171,-120.2835311
Chief Lake,Lake,37.4700299,-118.9273279
Chile Gulch,Valley,38.0373567,-120.4492929
Chilkoot Creek,Stream,37.3654985,-119.5409757
Chilnualna Lakes,Lake,37.5989165,-119.5353183
Chimney Lake,Lake,37.0272121,-118.8915423
Chinese Gulch,Valley,37.6771363,-120.1018678
Chinese Peak,Summit,37.2190167,-119.1547139
Chinquapin Creek,Stream,37.3121655,-119.024562
Chinquapin Falls,Falls,37.6668738,-119.7568371
Chipmunk Bluff,Summit,38.9690679,-120.3381532
Chipmunk Creek,Stream,39.0624042,-120.5165909
Chocolate Lakes,Lake,37.1460955,-118.5439097
Chocolate Peak,Summit,37.1454757,-118.5499034
Choke Creek,Stream,36.823831,-118.7309348
Chuck Pass,Gap,37.0088312,-118.858997
Cirque Creek,Stream,37.3627179,-118.927619
Cirque Lake,Lake,37.3332979,-118.9052195
Cisco,Populated Place,39.3015691,-120.5468742
Cisco Butte,Summit,39.3084416,-120.5623982
Mount Clarence King,Summit,36.8337534,-118.446185
Clarice Lake,Lake,37.7053471,-119.1438108
Clark Canyon,Valley,37.7564533,-118.9035468
Clark Canyon,Valley,36.5310902,-119.0112263
Clark Lakes,Lake,37.7388206,-119.1445889
Clark Station Homesites,Populated Place,39.6240679,-120.5210465
Clark Valley,Basin,36.7543937,-119.3676239
Clarks Gulch,Valley,38.0649726,-120.3575151
Claw Lake,Lake,37.3190505,-118.8009906
Clear Creek,Stream,38.6135172,-120.5593708
Clearwater Creek,Stream,37.2346682,-119.3559617
Cliff Canyon,Valley,39.1527512,-120.52665
Cliff Lake,Lake,37.1413363,-119.0446504
Cline Creek,Stream,37.7807617,-120.1971332
Cloudburst Creek,Stream,38.3432473,-119.5421131
Cloudburst Creek,Stream,38.3668564,-119.8601801
Clover Creek,Stream,36.6024443,-118.7453761
Clover Valley,Basin,38.5935196,-119.9187929
Cloverleaf Lake,Lake,37.5492767,-118.8967187
Clyde Lake,Lake,38.8754505,-120.1691848
Coalpit Hill,Summit,37.6998064,-120.1176954
Coarsegold,Populated Place,37.2621687,-119.7009834
Cobbs Creek,Stream,37.7829844,-120.2535235
Cody Creek,Stream,39.2257353,-120.598819
Cody Creek,Stream,38.7837967,-120.1493542
Cody Lake,Lake,38.7599004,-120.142779
Cold Canyon,Valley,37.6657724,-119.8098443
Cold Canyon,Valley,38.717669,-120.4115977
Cold Creek,Stream,37.55605,-119.0934618
Cold Spring,Spring,37.4719954,-119.7425474
Cold Spring,Spring,38.9411756,-120.4189397
Cold Springs,Spring,38.7187949,-120.410198
Cold Stream,Stream,39.4926819,-120.348817
Cold Water Creek,Stream,37.6007702,-118.999298
Coldwater Spring,Spring,37.4071514,-118.1745453
Cole Creek Lakes,Lake,38.5826156,-120.091074
Colfax Spring,Populated Place,37.8207594,-120.0276843
College Lake,Lake,37.2925957,-119.177252
Colony Peak,Summit,36.5622595,-118.8225981
Colorado Hill,Summit,38.6704998,-119.7093284
Colosseum Mountain,Summit,36.9071904,-118.3670042
Colt Lake,Lake,37.0866201,-118.7982967
Columbine Peak,Summit,37.0891644,-118.5418027
Comanche Gulch,Valley,37.7784517,-118.5154805
Comb Creek,Stream,36.8271631,-118.6826009
Constance Lake,Lake,37.5182103,-118.8679149
Consultation Lake,Lake,36.5615328,-118.2723371
Converse Basin,Basin,36.7993906,-118.9676088
Converse Creek,Stream,36.8568908,-119.000666
Converse Mountain,Summit,36.8190415,-118.9471546
Convict Creek,Stream,37.608266,-118.7762397
Convict Lake,Lake,37.589299,-118.8582878
Conway Summit,Gap,38.0879777,-119.1818186
Coon Canyon,Valley,39.3906482,-120.32544
Coon Creek,Stream,37.2349449,-119.1765095
Cooney Lake,Lake,38.0479222,-119.277024
Cooper Peak,Summit,38.2403556,-119.8576044
Copper Mountain,Summit,38.0452029,-119.1954176
Cora Creek,Stream,37.5907714,-119.2306882
Corbett Lake,Lake,37.2907911,-119.0518102
Mount Corcoran,Summit,36.5385517,-118.2504845
Corlew Mountain,Summit,37.0030339,-119.5446961
Coronet Lake,Lake,37.3337265,-118.8138848
Corral Creek,Stream,37.8785357,-120.0129614
Corral Mountain,Summit,37.1036423,-118.9172617
Corral Springs,Spring,37.275812,-118.022389
Corrine Lake,Reservoir,37.1594116,-119.4959456
Cothrin Cove,Basin,39.0551848,-120.2354694
Cottage Spring,Spring,38.346101,-120.2140097
Mount Cotter,Summit,36.8187937,-118.4418595
Cotton Lake,Lake,37.4845242,-118.8929788
